producto_id;fecha_envio_limite;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
PR24;17/06/2018 17:40;Frutas y verduras;31;16;1;972;25;18;20
PF62;28/10/2017 17:22;Muebles;5;30;12;1407;13;3;21
PN28;28/07/2017 19:34;Dormitorio;26;39;39;6907;25;20;17
PJ26;22/03/2018 10:23;Mascotas;22;39;0;3802;35;7;38
PN25;12/11/2017 3:04;Dormitorio;7;19;28;3;26;30;27
PA93;12/06/2018 8:37;Electrodomésticos;38;7;16;2165;36;23;26
PI59;25/07/2017 3:49;Juguetes;17;12;20;326;23;19;18
PO65;2/04/2018 15:03;Productos ecoamigables;8;1;16;577;48;8;44
PK86;24/03/2018 14:37;Deportes;10;23;1;4648;12;23;17
PN62;19/08/2017 0:52;Dormitorio;15;11;40;359;58;22;27
PS17;27/02/2018 9:15;Carnicería;35;5;23;461;17;33;13
PK14;9/05/2018 15:28;Deportes;16;28;24;129;59;10;29
PI77;14/12/2017 7:53;Juguetes;30;17;8;1084;30;21;16
PL95;30/12/2017 18:54;Libros;29;16;33;504;29;14;47
PE29;20/06/2018 9:28;Tecnología;34;26;20;806;35;36;9
PF16;27/08/2017 5:29;Muebles;35;36;8;4484;24;12;6
PG91;5/06/2018 18:38;Salud;11;19;34;6148;11;12;40
PE46;23/04/2018 12:40;Tecnología;33;28;4;2466;24;17;26
PT70;15/04/2018 17:34;Tarjetas regalo;9;23;6;686;44;36;18
PO49;12/11/2017 5:40;Productos ecoamigables;33;36;24;8944;15;19;25
PS30;27/10/2017 4:56;Carnicería;19;18;19;7109;6;23;14
PD98;10/03/2018 20:57;Celulares;39;32;8;1388;23;15;14
PK90;5/05/2018 17:46;Deportes;2;19;15;584;26;23;14
PL72;9/01/2018 0:05;Libros;28;33;18;183;5;18;13
PJ34;28/07/2017 8:30;Mascotas;12;20;13;1317;10;5;31
PE45;22/11/2017 6:47;Tecnología;19;38;28;3562;5;22;21
PH86;10/01/2018 18:09;Bebés ;25;33;40;1874;46;4;40
PT82;14/12/2017 6:06;Tarjetas regalo;1;28;31;1367;53;10;7
PE41;17/08/2017 1:56;Tecnología;1;23;13;1668;29;17;22
PN22;1/11/2017 19:55;Dormitorio;6;29;34;3271;40;19;8
PT67;25/10/2017 4:39;Tarjetas regalo;6;4;35;2012;29;21;36
PI11;25/10/2017 22:36;Juguetes;12;32;22;113;33;28;25
PP62;22/04/2018 23:27;Licor;7;30;33;1548;37;20;29
PN99;23/08/2017 8:56;Dormitorio;20;13;11;79;23;16;33
PI99;8/11/2017 7:53;Juguetes;37;18;11;6115;8;13;10
PE71;18/06/2018 5:51;Tecnología;28;13;17;4593;35;31;29
PB55;15/10/2017 14:44;Ropa de adultos;15;7;3;1599;40;5;11
PN39;6/04/2018 13:14;Dormitorio;7;17;33;399;26;9;3
PQ17;20/10/2017 22:23;Lácteos;24;13;0;2271;34;17;19
PS11;2/05/2018 1:51;Carnicería;2;5;8;702;53;8;22
PF24;12/04/2018 15:14;Muebles;33;8;25;3621;27;16;28
PE47;9/01/2018 14:07;Tecnología;8;12;19;18835;19;13;17
PC39;31/01/2018 4:50;Ropa infantil;23;38;6;8910;32;38;23
PR84;22/03/2018 5:51;Frutas y verduras;1;30;10;200;8;28;3
PI83;30/07/2017 6:14;Juguetes;1;0;0;578;67;14;35
PP54;10/10/2017 23:18;Licor;28;29;32;5479;41;9;5
PD34;7/03/2018 10:20;Celulares;28;13;10;2344;19;38;22
PQ79;2/05/2018 15:53;Lácteos;26;15;17;491;51;13;36
PT18;17/08/2017 10:23;Tarjetas regalo;11;10;1;2899;3;10;12
PF25;13/12/2017 12:13;Muebles;28;11;8;1006;22;1;30
PO64;12/02/2018 0:07;Productos ecoamigables;32;29;25;537;35;21;41
PA49;21/04/2018 12:16;Electrodomésticos;26;6;0;1954;19;14;43
PF51;27/02/2018 16:32;Muebles;21;6;8;2205;59;9;25
PP97;5/01/2018 13:21;Licor;31;32;31;2137;10;9;6
PB63;27/09/2017 2:34;Ropa de adultos;15;23;18;550;9;21;48
PB61;5/04/2018 19:54;Ropa de adultos;6;29;32;834;34;7;32
PP42;30/11/2017 0:24;Licor;7;37;5;674;28;4;10
PE56;9/06/2018 11:29;Tecnología;20;6;40;176;3;3;4
PK69;16/11/2017 16:53;Deportes;13;16;1;588;66;29;42
PR43;15/08/2017 11:51;Frutas y verduras;0;30;39;4935;21;4;33
PQ78;20/04/2018 22:23;Lácteos;37;34;35;942;24;23;23
PO99;6/11/2017 6:50;Productos ecoamigables;28;40;21;1006;39;15;27
PL88;22/07/2017 17:27;Libros;32;38;5;235;52;11;27
PP65;10/09/2017 13:23;Licor;7;13;10;526;25;31;15
PE77;4/10/2017 23:51;Tecnología;12;10;16;183;43;30;14
PG35;5/01/2018 20:03;Salud;21;31;34;37;40;17;50
PK52;20/12/2017 17:50;Deportes;18;17;16;322;28;27;11
PQ86;2/09/2017 14:45;Lácteos;36;0;37;900;41;23;28
PJ31;30/01/2018 2:22;Mascotas;35;8;18;2748;3;21;35
PK43;29/09/2017 18:17;Deportes;4;16;38;1673;43;3;36
PR71;19/04/2018 8:47;Frutas y verduras;30;12;5;438;21;27;28
PK78;22/07/2017 11:50;Deportes;28;20;37;3837;59;13;18
PA22;11/12/2017 4:26;Electrodomésticos;27;14;13;18;45;13;17
PK10;7/09/2017 10:54;Deportes;16;38;28;1766;36;17;25
PO83;12/10/2017 23:12;Productos ecoamigables;26;40;11;1487;21;37;17
PR59;15/04/2018 2:57;Frutas y verduras;10;29;11;1025;44;13;24
PN18;22/10/2017 10:34;Dormitorio;33;18;3;1152;45;23;39
PD52;9/12/2017 12:06;Celulares;36;28;39;2705;39;0;19
PK85;4/02/2018 12:48;Deportes;11;29;15;6176;18;23;10
PI97;26/04/2018 5:47;Juguetes;37;19;21;1554;17;21;43
PB86;11/03/2018 9:24;Ropa de adultos;3;32;6;1309;20;12;36
PF24;19/03/2018 20:20;Muebles;12;20;14;1329;46;23;8
PM48;5/04/2018 8:24;Ferretería;23;25;8;840;47;13;35
PD12;5/12/2017 22:22;Celulares;27;23;15;1230;30;12;16
PD97;16/05/2018 23:44;Celulares;13;12;4;462;24;29;15
PL78;24/11/2017 11:45;Libros;37;18;2;3036;40;16;25
PO82;9/03/2018 9:14;Productos ecoamigables;36;38;33;1343;31;13;26
PJ45;29/08/2017 20:33;Mascotas;8;22;2;1443;55;33;21
PN25;14/03/2018 18:06;Dormitorio;32;26;11;1181;24;6;22
PI62;7/10/2017 21:26;Juguetes;37;35;27;3644;26;15;2
PC12;21/03/2018 21:18;Ropa infantil;6;1;16;680;23;6;33
PA91;9/11/2017 2:21;Electrodomésticos;11;18;29;6099;47;23;42
PE13;21/12/2017 14:48;Tecnología;32;4;21;7161;41;47;35
PO85;12/02/2018 2:18;Productos ecoamigables;17;21;29;934;25;35;3
PI37;18/01/2018 22:37;Juguetes;32;21;40;3296;19;9;16
PE97;28/04/2018 19:17;Tecnología;32;18;10;2619;34;8;27
PL12;7/10/2017 3:13;Libros;12;1;26;2242;12;7;31
PA38;14/11/2017 18:20;Electrodomésticos;10;23;34;739;20;47;24
PP50;18/05/2018 12:22;Licor;19;25;25;6584;34;41;24
PD96;6/05/2018 12:47;Celulares;4;39;24;1969;22;2;17
PQ96;30/11/2017 20:02;Lácteos;40;23;11;3682;27;5;25
PJ53;4/01/2018 4:02;Mascotas;12;11;35;222;21;12;13
PF77;5/05/2018 19:29;Muebles;3;11;21;4157;58;29;13
PJ20;1/03/2018 14:16;Mascotas;39;19;23;5;35;36;15
PT38;29/12/2017 13:33;Tarjetas regalo;15;34;1;2929;16;23;17
PI44;8/03/2018 8:19;Juguetes;7;9;21;714;39;29;38
PT48;22/10/2017 10:20;Tarjetas regalo;16;0;38;8024;10;18;31
PM78;24/06/2018 22:16;Ferretería;31;16;17;35;6;9;33
PA81;20/10/2017 11:46;Electrodomésticos;6;6;21;1134;56;12;8
PK70;19/12/2017 1:12;Deportes;22;32;31;2520;32;27;24
PA70;19/12/2017 2:34;Electrodomésticos;37;16;33;96;15;24;4
PA18;10/08/2017 10:27;Electrodomésticos;36;40;25;1319;41;15;23
PK93;26/04/2018 2:46;Deportes;38;38;11;503;23;21;29
PC52;27/10/2017 4:38;Ropa infantil;21;26;34;87;22;28;25
PM87;14/08/2017 4:32;Ferretería;31;0;39;4792;22;19;29
PS36;15/02/2018 9:45;Carnicería;37;9;34;2590;35;14;23
PH66;9/04/2018 0:06;Bebés ;27;16;25;1000;32;20;30
PJ99;21/09/2017 15:29;Mascotas;22;34;14;3305;31;13;11
PM22;5/08/2017 9:34;Ferretería;13;30;3;1475;31;32;12
PN93;24/12/2017 2:02;Dormitorio;26;34;16;500;35;38;26
PH56;22/10/2017 16:41;Bebés ;39;31;4;630;22;33;14
PC62;23/05/2018 3:20;Ropa infantil;14;22;32;310;22;0;16
PE86;22/04/2018 17:59;Tecnología;31;28;36;3778;49;13;0
PN24;1/06/2018 14:58;Dormitorio;22;28;40;1547;26;13;33
PF84;17/06/2018 9:12;Muebles;25;22;29;5521;29;25;7
PB83;16/07/2017 11:41;Ropa de adultos;14;31;38;5431;19;32;23
PC64;20/03/2018 10:18;Ropa infantil;33;12;0;7729;48;3;13
PJ70;1/08/2017 6:01;Mascotas;12;22;36;1588;35;13;40
PL87;11/12/2017 14:08;Libros;32;22;26;1321;11;16;48
PP35;10/04/2018 12:11;Licor;14;6;36;736;31;6;34
PQ62;5/10/2017 17:46;Lácteos;37;38;19;550;51;14;22
PS21;1/06/2018 22:58;Carnicería;7;24;37;1660;19;20;22
PE11;21/10/2017 1:20;Tecnología;13;2;1;673;11;6;10
PB83;15/12/2017 8:31;Ropa de adultos;25;22;5;3722;54;13;28
PH18;7/02/2018 9:20;Bebés ;5;20;16;4787;51;12;18
PL47;14/10/2017 17:40;Libros;9;3;37;1671;37;31;11
PI65;14/07/2017 23:06;Juguetes;37;14;21;1368;45;2;6
PL90;23/12/2017 8:23;Libros;6;29;19;5453;59;24;10
PG79;11/03/2018 18:24;Salud;15;31;31;2341;14;13;14
PP36;14/01/2018 14:13;Licor;2;15;32;2763;29;4;10
PJ38;1/03/2018 1:33;Mascotas;11;37;6;129;24;7;33
PC33;13/11/2017 2:12;Ropa infantil;37;19;32;1830;28;2;26
PI39;24/06/2018 11:32;Juguetes;6;15;24;2353;30;13;2
PN31;16/07/2017 19:32;Dormitorio;38;35;22;356;18;2;32
PT60;9/04/2018 11:30;Tarjetas regalo;14;32;31;2461;18;14;3
PK11;30/03/2018 22:37;Deportes;7;12;28;946;20;19;47
PM67;16/08/2017 10:22;Ferretería;0;20;18;1189;28;12;34
PP45;3/02/2018 5:40;Licor;26;3;21;6165;26;10;15
PB63;22/04/2018 22:37;Ropa de adultos;6;20;35;2054;48;21;28
PQ42;1/03/2018 7:47;Lácteos;36;20;9;4583;35;27;33
PP69;3/01/2018 9:43;Licor;33;24;39;1447;29;28;33
PO92;1/08/2017 21:21;Productos ecoamigables;38;29;16;2761;13;6;26
PS64;10/10/2017 19:29;Carnicería;14;19;5;419;24;8;8
PT11;13/10/2017 15:10;Tarjetas regalo;15;38;6;2436;36;35;27
PF67;25/03/2018 23:39;Muebles;34;19;3;225;45;16;30
PF31;28/05/2018 10:17;Muebles;26;29;13;2924;43;10;31
PF30;20/11/2017 17:08;Muebles;34;9;16;435;11;26;32
PG96;29/01/2018 7:16;Salud;36;34;10;537;12;7;14
PA97;30/11/2017 6:18;Electrodomésticos;7;35;27;5124;35;12;26
PJ85;17/10/2017 0:33;Mascotas;25;5;39;1463;17;14;15
PE28;21/08/2017 10:47;Tecnología;15;18;12;7125;33;10;20
PS22;2/03/2018 11:13;Carnicería;5;26;6;4449;62;14;28
PI61;12/10/2017 18:54;Juguetes;6;15;4;7417;26;6;5
PL22;26/01/2018 15:37;Libros;14;38;0;836;37;15;11
PS55;11/09/2017 21:22;Carnicería;6;32;34;655;53;38;21
PS81;27/03/2018 12:26;Carnicería;36;31;11;1678;18;9;19
PE94;27/03/2018 17:09;Tecnología;8;40;9;911;21;14;17
PL60;4/10/2017 12:01;Libros;25;3;28;5690;4;21;51
PO93;24/02/2018 16:21;Productos ecoamigables;23;4;29;745;25;21;22
PS12;14/05/2018 15:26;Carnicería;10;7;23;1998;49;33;28
PJ34;29/11/2017 1:01;Mascotas;8;1;27;851;43;24;27
PG95;15/08/2017 23:48;Salud;0;22;29;657;20;18;21
PE54;20/08/2017 23:57;Tecnología;7;4;21;1782;43;21;19
PC77;4/02/2018 8:12;Ropa infantil;9;26;8;1226;35;16;22
PB15;3/04/2018 21:24;Ropa de adultos;28;3;8;2796;50;22;38
PJ47;1/12/2017 15:32;Mascotas;16;12;36;876;27;14;38
PQ54;28/09/2017 11:05;Lácteos;36;32;14;2385;45;42;15
PK19;22/12/2017 13:11;Deportes;34;9;4;658;7;13;36
PT95;22/09/2017 16:35;Tarjetas regalo;9;16;36;3031;32;27;43
PN34;3/12/2017 19:36;Dormitorio;23;2;25;3216;36;42;31
PD23;10/03/2018 18:53;Celulares;40;2;24;1003;35;10;12
PL24;22/04/2018 10:30;Libros;26;1;37;1874;6;9;33
PI99;26/03/2018 6:28;Juguetes;11;36;36;217;44;16;39
PP90;6/06/2018 7:21;Licor;27;31;36;696;13;31;46
PL61;18/06/2018 17:52;Libros;11;21;3;14;35;5;23
PH61;11/11/2017 8:35;Bebés ;6;8;1;1821;35;17;34
PO34;19/03/2018 9:20;Productos ecoamigables;36;30;27;1215;59;14;30
PA17;13/11/2017 10:50;Electrodomésticos;30;7;0;2980;2;23;12
PC30;6/05/2018 14:02;Ropa infantil;17;6;34;330;44;18;42
PC20;23/12/2017 17:52;Ropa infantil;27;38;37;1463;36;5;27
PK39;10/03/2018 2:58;Deportes;27;2;21;112;0;29;9
PL37;6/04/2018 22:50;Libros;34;14;23;1540;27;9;20
PD66;4/10/2017 3:16;Celulares;21;38;8;2478;41;5;20
PQ96;10/10/2017 3:04;Lácteos;8;24;11;170;25;5;20
PM13;13/04/2018 1:05;Ferretería;40;38;25;1785;25;38;37
PP26;2/05/2018 22:36;Licor;27;8;5;2213;25;22;28
PP97;16/02/2018 10:40;Licor;14;13;1;4914;58;4;25
PG58;26/01/2018 9:36;Salud;33;12;11;212;19;2;12
PQ93;18/10/2017 6:32;Lácteos;19;14;6;586;23;19;28
PF76;12/11/2017 8:50;Muebles;36;26;20;386;50;5;22
PL49;28/05/2018 12:09;Libros;30;5;33;3421;23;17;24
PE92;8/12/2017 9:20;Tecnología;37;28;31;5065;43;28;34
PM99;21/12/2017 1:14;Ferretería;36;10;6;3522;3;41;25
PJ44;8/02/2018 21:17;Mascotas;29;20;3;1756;39;20;39
PD30;20/05/2018 5:20;Celulares;24;18;5;3028;31;15;12
PF88;21/09/2017 13:44;Muebles;34;14;3;3852;33;17;18
PK19;9/04/2018 12:20;Deportes;11;33;26;79;35;14;13
PS72;16/11/2017 21:53;Carnicería;14;3;13;2987;46;21;30
PR74;5/01/2018 23:23;Frutas y verduras;27;11;17;2165;11;6;22
PG15;15/05/2018 17:36;Salud;31;32;6;5540;47;2;23
PJ69;29/05/2018 18:20;Mascotas;10;19;28;350;58;4;23
PT43;15/04/2018 23:34;Tarjetas regalo;2;27;26;1734;31;5;24
PG15;13/08/2017 3:05;Salud;2;8;26;5468;22;30;3
PR89;21/10/2017 21:02;Frutas y verduras;9;16;30;3712;15;8;13
PB94;1/02/2018 21:13;Ropa de adultos;16;0;39;153;50;12;19
PH70;29/08/2017 13:57;Bebés ;40;40;1;5418;24;11;36
PE33;26/04/2018 16:54;Tecnología;21;24;19;3173;15;7;21
PB50;12/06/2018 0:32;Ropa de adultos;20;12;25;8155;45;26;17
PA38;6/09/2017 3:21;Electrodomésticos;38;36;30;866;39;14;17
PA51;23/04/2018 22:33;Electrodomésticos;8;2;32;595;36;4;26
PD55;2/05/2018 15:12;Celulares;1;35;25;526;31;9;31
PD92;19/08/2017 9:33;Celulares;40;4;13;55;29;1;30
PO51;14/12/2017 15:21;Productos ecoamigables;13;1;2;2521;5;12;14
PN68;17/06/2018 1:31;Dormitorio;20;6;1;1975;28;20;23
PN70;12/05/2018 6:18;Dormitorio;32;30;18;1747;31;35;13
PQ42;18/05/2018 3:35;Lácteos;22;3;40;6968;54;12;26
PM21;14/12/2017 9:27;Ferretería;39;27;9;4415;58;10;29
PK65;7/12/2017 17:25;Deportes;16;6;10;1943;5;28;45
PR96;24/10/2017 16:48;Frutas y verduras;33;24;1;3200;17;5;10
PR90;13/12/2017 19:33;Frutas y verduras;38;28;30;1104;26;16;13
PE77;6/02/2018 20:41;Tecnología;34;5;36;4577;25;25;7
PE66;25/07/2017 18:22;Tecnología;25;26;6;502;2;7;40
PN53;18/09/2017 23:09;Dormitorio;27;27;39;1179;20;8;17
PG75;9/12/2017 6:19;Salud;10;40;14;187;17;6;27
PB98;23/05/2018 20:12;Ropa de adultos;5;29;37;658;32;1;44
PP92;17/09/2017 13:07;Licor;29;39;5;2051;18;24;14
PI67;10/05/2018 1:48;Juguetes;27;1;36;710;28;31;23
PC97;29/05/2018 23:15;Ropa infantil;25;3;21;434;50;41;16
PD18;13/04/2018 0:45;Celulares;31;25;24;1071;5;20;4
PR47;2/06/2018 18:54;Frutas y verduras;9;1;4;190;13;28;25
PM84;11/06/2018 13:45;Ferretería;3;1;40;1247;15;14;33
PP39;26/01/2018 3:30;Licor;15;16;14;2239;39;15;11
PH71;25/07/2017 2:06;Bebés ;19;25;33;9454;29;27;27
PL31;3/05/2018 7:40;Libros;30;37;3;4649;44;4;31
PC26;12/08/2017 0:21;Ropa infantil;1;27;37;2325;27;29;26
PI61;22/02/2018 0:34;Juguetes;19;3;6;3328;37;12;13
PO55;17/02/2018 23:27;Productos ecoamigables;13;11;1;6073;42;22;30
PS65;18/04/2018 8:55;Carnicería;16;0;18;570;38;3;17
PJ20;5/08/2017 21:58;Mascotas;38;4;17;3158;42;3;27
PF78;10/02/2018 3:32;Muebles;19;37;27;686;23;19;7
PH22;22/09/2017 10:40;Bebés ;14;38;21;4908;41;23;15
PC55;7/05/2018 11:19;Ropa infantil;22;18;1;349;48;13;16
PE63;26/12/2017 6:24;Tecnología;26;23;2;203;32;3;16
PQ89;5/04/2018 11:11;Lácteos;12;27;22;794;20;17;10
PT34;7/06/2018 3:01;Tarjetas regalo;25;7;34;5902;31;22;24
PB83;27/07/2017 9:56;Ropa de adultos;27;34;16;2168;26;28;41
PG45;7/01/2018 6:01;Salud;5;34;34;2684;33;26;1
PD18;18/10/2017 12:03;Celulares;23;4;33;987;31;22;9
PQ28;11/03/2018 1:33;Lácteos;3;40;26;1193;35;10;2
PF17;7/06/2018 22:56;Muebles;14;20;5;1268;25;7;33
PT10;17/08/2017 16:33;Tarjetas regalo;12;31;24;841;26;15;23
PO25;1/09/2017 18:06;Productos ecoamigables;33;14;32;2529;26;3;38
PG94;30/12/2017 13:11;Salud;25;29;37;1964;48;19;37
PQ69;26/07/2017 3:27;Lácteos;24;7;1;7824;27;44;30
PD44;24/03/2018 17:12;Celulares;22;14;12;24;44;5;29
PG12;24/03/2018 16:17;Salud;26;13;31;865;29;4;29
PP38;10/01/2018 14:46;Licor;0;10;40;2394;13;7;26
PL36;1/03/2018 13:06;Libros;28;26;37;766;18;5;38
PN14;10/02/2018 14:37;Dormitorio;7;27;34;3192;30;1;35
PH82;17/12/2017 4:21;Bebés ;15;28;5;4907;18;25;10
PN37;8/06/2018 20:39;Dormitorio;7;2;10;5520;13;13;28
PO29;5/02/2018 3:02;Productos ecoamigables;30;24;35;2132;48;17;6
PI47;12/06/2018 9:29;Juguetes;22;30;19;1194;23;13;22
PL10;14/04/2018 13:15;Libros;9;31;6;289;1;37;18
PG70;29/03/2018 10:37;Salud;0;18;32;1211;19;3;26
PK79;10/02/2018 6:53;Deportes;27;32;32;2473;40;20;3
PG89;3/03/2018 7:56;Salud;10;0;13;301;62;8;41
PK55;23/05/2018 15:57;Deportes;34;30;31;3192;24;19;45
PN87;18/12/2017 8:31;Dormitorio;5;28;22;303;37;14;12
PC93;26/09/2017 13:33;Ropa infantil;30;38;11;1298;20;4;32
PA80;30/08/2017 7:48;Electrodomésticos;17;14;18;505;40;13;20
PR73;5/05/2018 23:26;Frutas y verduras;4;28;34;1354;10;16;35
PD55;28/09/2017 23:40;Celulares;30;32;32;2986;46;10;14
PK40;28/08/2017 11:45;Deportes;28;34;34;8713;52;32;12
PL80;9/03/2018 10:07;Libros;24;20;18;681;17;25;14
PP81;29/08/2017 18:31;Licor;21;18;40;2837;47;14;14
PD82;23/04/2018 10:51;Celulares;10;37;11;1183;65;24;30
PO87;15/10/2017 14:03;Productos ecoamigables;40;15;13;938;36;31;14
PF98;14/07/2017 9:10;Muebles;25;39;10;5115;20;18;22
PT91;1/12/2017 15:15;Tarjetas regalo;5;27;32;912;37;22;31
PM35;29/12/2017 8:11;Ferretería;23;17;7;4317;18;3;15
PA52;21/01/2018 19:32;Electrodomésticos;18;4;6;2689;36;26;2
PK66;28/07/2017 11:59;Deportes;18;9;12;941;44;9;39
PQ53;19/04/2018 3:50;Lácteos;9;7;27;444;11;17;32
PS76;13/12/2017 5:15;Carnicería;32;22;22;772;6;32;7
PP80;30/05/2018 8:33;Licor;16;13;12;1192;24;16;5
PT47;5/08/2017 1:40;Tarjetas regalo;38;2;12;5157;9;16;10
PG34;23/08/2017 11:44;Salud;26;9;16;1288;25;35;18
PF75;12/09/2017 12:54;Muebles;33;31;35;68;4;28;36
PC88;4/10/2017 17:15;Ropa infantil;12;36;5;782;38;11;17
PQ25;27/11/2017 10:27;Lácteos;0;6;40;1851;47;31;14
PC70;29/05/2018 4:40;Ropa infantil;25;25;21;24;27;35;24
PF44;26/02/2018 23:31;Muebles;31;33;12;30;12;23;42
PM57;15/02/2018 16:29;Ferretería;28;17;3;471;32;23;45
PC66;25/10/2017 12:09;Ropa infantil;33;16;28;30;8;7;31
PD13;15/01/2018 10:43;Celulares;28;6;20;2008;0;26;26
PM86;10/05/2018 7:11;Ferretería;35;26;12;10718;31;24;22
PE29;26/05/2018 12:17;Tecnología;32;27;6;3303;36;10;5
PA52;31/07/2017 16:05;Electrodomésticos;39;27;18;912;11;8;18
PD16;28/03/2018 22:05;Celulares;23;5;13;1582;2;5;25
PK38;12/08/2017 1:50;Deportes;20;30;16;1682;17;10;16
PR61;21/01/2018 23:43;Frutas y verduras;18;17;39;2711;25;4;34
PF78;10/11/2017 14:32;Muebles;32;40;13;323;32;29;25
PG72;19/02/2018 19:39;Salud;39;35;11;680;32;25;19
PN98;16/01/2018 0:37;Dormitorio;21;35;17;2193;10;11;19
PI64;8/08/2017 18:53;Juguetes;23;35;27;634;25;17;21
PM69;25/12/2017 20:15;Ferretería;15;26;2;38;48;15;2
PP31;11/04/2018 15:19;Licor;32;40;18;1470;8;17;46
PM45;20/09/2017 11:15;Ferretería;7;3;26;4073;19;6;28
PK59;7/05/2018 23:09;Deportes;21;31;13;2018;26;15;32
PA81;3/12/2017 6:25;Electrodomésticos;35;30;35;729;20;22;20
PH35;18/09/2017 14:22;Bebés ;19;0;6;3194;43;8;28
PJ70;27/05/2018 23:36;Mascotas;26;26;32;1845;0;27;23
PN96;31/05/2018 14:39;Dormitorio;4;25;37;2745;60;13;23
PN49;1/10/2017 12:04;Dormitorio;19;14;35;3457;17;17;40
PM10;30/10/2017 19:14;Ferretería;1;4;34;1082;56;14;36
PA94;13/03/2018 19:44;Electrodomésticos;2;1;26;3666;19;1;22
PI58;23/04/2018 0:52;Juguetes;4;20;5;3846;32;25;37
PG45;2/12/2017 1:20;Salud;27;24;2;2590;8;9;31
PK32;31/10/2017 15:35;Deportes;37;39;27;8229;31;33;5
PK87;4/01/2018 5:50;Deportes;35;21;39;2559;16;11;13
PT88;5/09/2017 19:38;Tarjetas regalo;15;4;0;7852;44;17;22
PN35;12/11/2017 9:43;Dormitorio;26;22;18;464;20;36;17
PI52;26/10/2017 2:08;Juguetes;12;14;36;757;24;23;25
PC89;13/04/2018 18:17;Ropa infantil;8;19;20;7967;47;4;31
PI40;2/05/2018 11:50;Juguetes;5;8;11;1416;34;13;29
PK61;12/10/2017 7:34;Deportes;37;33;37;3522;56;11;38
PC90;8/10/2017 6:25;Ropa infantil;12;36;4;67;51;25;24
PF66;12/10/2017 16:29;Muebles;27;36;18;2462;32;24;21
PH37;23/08/2017 20:35;Bebés ;35;25;28;3857;30;36;4
PQ40;23/04/2018 23:31;Lácteos;5;37;4;1025;34;6;16
PO71;31/10/2017 6:55;Productos ecoamigables;34;38;38;613;45;20;25
PL33;4/12/2017 5:43;Libros;4;3;32;2169;14;9;45
PL89;6/02/2018 20:31;Libros;9;30;38;1428;11;29;38
PC50;24/07/2017 8:10;Ropa infantil;20;34;31;706;29;27;34
PJ89;29/09/2017 9:33;Mascotas;34;20;29;668;20;28;28
PS60;24/07/2017 15:18;Carnicería;7;22;14;2623;21;19;10
PT44;5/02/2018 23:30;Tarjetas regalo;26;28;21;18;10;8;17
PI93;27/03/2018 5:57;Juguetes;2;20;8;273;21;11;45
PA50;25/11/2017 2:22;Electrodomésticos;7;18;8;3695;28;33;5
PN89;6/06/2018 9:11;Dormitorio;32;24;16;250;28;8;24
PC51;17/10/2017 11:45;Ropa infantil;23;21;31;2122;43;12;5
PA25;18/11/2017 22:41;Electrodomésticos;36;34;19;2400;12;27;23
PJ53;26/04/2018 13:25;Mascotas;30;14;8;636;41;7;7
PG99;22/12/2017 21:54;Salud;38;40;37;779;24;26;32
PJ23;11/09/2017 20:34;Mascotas;15;35;3;1630;34;34;19
PA36;7/03/2018 2:28;Electrodomésticos;40;18;6;1869;32;19;18
PH70;7/04/2018 3:49;Bebés ;7;24;4;2005;8;16;18
PK22;10/09/2017 16:31;Deportes;16;11;1;3237;9;20;24
PF62;8/01/2018 13:01;Muebles;27;4;13;99;56;14;31
PE66;2/02/2018 20:30;Tecnología;8;31;26;2198;14;22;9
PM42;15/02/2018 19:20;Ferretería;9;14;26;7432;26;33;23
PI85;30/12/2017 14:18;Juguetes;5;18;8;7202;36;18;23
PE88;7/03/2018 7:45;Tecnología;10;35;35;164;45;33;15
PK89;17/12/2017 4:59;Deportes;29;39;35;1703;35;11;34
PG54;21/09/2017 1:13;Salud;27;9;28;603;32;0;11
PJ70;27/08/2017 22:27;Mascotas;4;30;31;2323;49;21;27
PA27;10/05/2018 14:46;Electrodomésticos;32;37;30;1764;37;20;13
PC35;2/11/2017 9:32;Ropa infantil;20;10;27;856;7;7;36
PQ63;20/10/2017 14:06;Lácteos;17;20;3;8;22;16;12
PJ28;6/09/2017 16:05;Mascotas;18;15;15;3546;34;36;6
PO18;2/04/2018 1:31;Productos ecoamigables;31;16;36;3453;54;27;7
PA27;27/10/2017 21:08;Electrodomésticos;31;28;40;3602;42;29;22
PF33;28/05/2018 10:39;Muebles;4;37;32;52;36;23;45
PO45;14/10/2017 23:43;Productos ecoamigables;17;22;20;878;60;30;12
PK23;28/03/2018 18:12;Deportes;31;5;5;982;63;47;10
PH45;25/11/2017 22:42;Bebés ;14;3;15;1489;30;4;17
PE71;9/12/2017 9:10;Tecnología;38;10;6;2716;31;17;28
PA24;4/01/2018 17:58;Electrodomésticos;9;23;27;2889;35;28;8
PH67;3/09/2017 3:03;Bebés ;35;39;6;2082;17;1;15
PB96;22/03/2018 4:44;Ropa de adultos;33;32;8;189;42;17;22
PI68;13/03/2018 18:01;Juguetes;29;18;3;1913;59;2;29
PT16;29/10/2017 7:58;Tarjetas regalo;37;14;12;210;25;8;1
PI36;22/09/2017 20:36;Juguetes;30;1;13;840;24;8;52
